,isbn,title,series_title,series_release_number,authors,publisher,language,description,num_pages,format,genres,publication_date,rating_score,num_ratings,num_reviews,current_readers,want_to_read,price,url
35,,Needful Things,,,Stephen King,Hodder & Stoughton Ltd,English,"Leland Gaunt opens a new shop in Castle Rock called Needful Things. Anyone who enters his store finds the object of his or her lifelong dreams and desires: a prized baseball card, a healing amulet. In addition to a token payment, Gaunt requests that each person perform a little ""deed,"" usually a seemingly innocent prank played on someone else from town. These practical jokes cascade out of control and soon the entire town is doing battle with itself. Only Sheriff Alan Pangborn suspects that Gaunt is behind the population's increasingly violent behavior.",790,Paperback,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Supernatural', 'Mystery', 'Paranormal']","October 1, 1991",3.97,249997.0,6192.0,5644.0,114000.0,11.99,https://www.goodreads.com/book/show/107291.Needful_Things
36,9780425184226,The Sum of All Fears ,Jack Ryan,6,Tom Clancy,Berkley,,"How do you save the United States President from himself? What if the President is incompetent to deal with the greatest crisis of all? Jack Ryan never thought he would have to ask those questions as, the world order changing, he prepares the ground for the Middle Eastern peace plan that, at last, might be the one to work.
But too many groups have invested too much blood. Shunned by their erstwhile Soviet sponsors, increasingly isolated by the realignment of the Mideast, these terrorists have one more desperate card to play, requiring a degree of ruthlessness never before seen. With one terrible act, the world is plunged into an instant nuclear crisis -- and the floundering President is plunged into the ultimate nightmare. Forces collide. Shots are exchanged. What had seemed to be an isolated and horrible incident appears to each side as the incendiary mischief of the other. With the world poised on the brink of nuclear war, Ryan and his FBI counterpart, Dan Murray, frantically seek a solution before the chiefs of state lose control of themselves -- and the world.",914,Mass Market Paperback,"['Fiction', 'Thriller', 'Espionage', 'Action', 'Military Fiction', 'Suspense', 'Adventure']","August 14, 1991",4.06,62255.0,938.0,1797.0,13500.0,9.99,https://www.goodreads.com/book/show/34993.The_Sum_of_All_Fears
37,9781563892271,"The Sandman, Vol. 1: Preludes & Nocturnes",,,Neil Gaiman,DC Comics: Vertigo,English,"New York Times best-selling author Neil Gaiman's transcendent series SANDMAN is often hailed as the definitive Vertigo title and one of the finest achievements in graphic storytelling. Gaiman created an unforgettable tale of the forces that exist beyond life and death by weaving ancient mythology, folklore and fairy tales with his own distinct narrative vision.
In PRELUDES & NOCTURNES, an occultist attempting to capture Death to bargain for eternal life traps her younger brother Dream instead. After his 70 year imprisonment and eventual escape, Dream, also known as Morpheus, goes on a quest for his lost objects of power. On his arduous journey, Morpheus encounters Lucifer, John Constantine, and an all-powerful madman.
This book also includes the story ""The Sound of Her Wings,"" which introduces us to the pragmatic and perky goth girl Death.
Includes issues 1-8 of the original series.",240,Hardcover,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book']","January 1, 1988",4.25,262776.0,9392.0,7367.0,199000.0,0.0,https://www.goodreads.com/book/show/23754.The_Sandman_Vol_1
38,9780571209439,Cloudstreet,,,Tim Winton,Faber and Faber,English,"The first volume of William Golding's Sea Trilogy.
Sailing to Australia in the early years of the nineteenth century, Edmund Talbot keeps a journal to amuse his godfather back in England. Full of wit and disdain, he records the mounting tensions on the ancient, stinking warship where officers, sailors, soldiers and emigrants jostle in the cramped spaces below decks. Then a single passenger, the obsequious Reverend Colley, attracts the animosity of the sailors, and in the seclusion of the fo'castle something happens to bring him into a 'hell of degradation', where shame is a force deadlier than the sea itself.",278,Paperback,"['Fiction', 'Historical Fiction', 'Classics', 'Nobel Prize', 'Historical', 'Literary Fiction', 'Literature']","January 1, 1980",3.57,4050.0,269.0,127.0,8131.0,8.82,https://www.goodreads.com/book/show/343881.Cloudstreet
39,9780451096623,Tuesday,,,David Wiesner,Signet Books,English,"A shy young man meets a beautiful woman in the company of a young girl. He finds himself swept off of his feet and married to her, bringing her with him to live in his family home. She is his erotic dream come true; she does everything she can to bind him to her and join him in his comfortable life.
Soon, however, odd things begin to happen. Things in the house are strangely damp with what looks like seawater, bodies appear under the water that aren't really there. It all winds up to a horrifying conclusion.",371,Mass Market Paperback,"['Fiction', 'Horror', 'Fantasy', 'Mystery', 'Romance', 'Supernatural', 'Ghosts']","January 1, 1980",3.53,2031.0,192.0,52.0,2004.0,7.49,https://www.goodreads.com/book/show/97860.Tuesday
40,9780441019427,Masques ,Sianim,1,Patricia Briggs,Ace Books,English,"Rewritten from the original story of 1993.
After an upbringing of proper behavior and oppressive expectations, Aralorn fled her noble birthright for a life of adventure as a mercenary spy. 
Her latest mission involves spying on the increasingly powerful sorcerer Geoffrey ae'Magi. 
But in a war against an enemy armed with the powers of illusion, how do you know who the true enemy is-or where he will strike next?",294,Mass Market Paperback,"['Fantasy', 'Magic', 'Romance', 'Paranormal', 'Fiction', 'Urban Fantasy', 'Science Fiction Fantasy']","December 1, 1993",3.91,11876.0,731.0,683.0,5462.0,3.99,https://www.goodreads.com/book/show/7857711-masques
41,9780894801402,Edna O'Brien Reader,,,Edna O'Brien,Workman Publishing,English,"It is the inalienable right of every man, woman and child to wear khaki. Looking, acting, and ultimately being Prep is not restricted to an elite minority lucky enough to attend prestigious private schools, just because an ancestor or two happened to arrive here on the Mayflower. You don't even have to be registered Republican. In a true democracy everyone can be upper class and live in Connecticut. It's only fair. The Official Preppy Handbook will help you get there.",224,Paperback,"['Humor', 'Nonfiction', 'Fashion', 'Comedy', 'Self Help', 'Pop Culture', 'History']","October 1, 1980",4.18,1850.0,173.0,65.0,2285.0,,https://www.goodreads.com/book/show/694201.Edna_O_Brien_Reader
42,9780783816012,The First Man,,,Albert Camus,G K Hall & Co,English,"The unfinished manuscript of 
 was discovered in the wreckage of a car accident in which Camus died in 1960. Although it was not published for over thirty years, it was an instant bestseller when it finally appeared in 1994. The 'first man' is Jacques Cormery, whose poverty-stricken childhood in Algiers is made bearable by his love for his silent and illiterate mother, and by the teacher who transforms his view of the world. The most autobiographical of Camus's novels, it gives profound insights into his life, and the powerful themes underlying his work.",359,Hardcover,"['Fiction', 'Philosophy', 'Classics', 'France', 'Literature', 'French Literature', 'Novels']","January 1, 1994",3.97,9689.0,750.0,972.0,17700.0,7.99,https://www.goodreads.com/book/show/15694.The_First_Man
43,,The Making of the Atomic Bomb,,,Richard Rhodes,Puffin Books,English,"From Judy Blume, bestselling author of 
!
Fans young and old will laugh out loud at the irrepressible wit of Peter Hatcher, the hilarious antics of mischievous Fudge, and the unbreakable confidence of know-it-all Sheila Tubman in Judy Blume’s five Fudge books. Brand-new covers adorn these perennial favorites, and will entice a whole new generation of Fudge—and Judy Blume—fans.",192,Paperback,"['Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Humor', 'Realistic Fiction', 'Classics']","January 1, 1980",4.0,64093.0,1666.0,1206.0,8264.0,8.99,https://www.goodreads.com/book/show/16884.The_Making_of_the_Atomic_Bomb
44,9780425128169,The Tortilla Curtain,,,T. Coraghessan Boyle,Berkley,English,"No one could understand why Colin and Roy were best friends. Colin was so shy; Roy was so popular. Colin was nervous around girls; Roy was a ladies’ man. Colin was fascinated by Roy — and Roy was fascinated with death. Then one day Roy asked his timid friend, “You ever killed anything?” And from that moment on, the two were bound together in a game too terrifying to imagine… and too irresistible to stop.
Includes an afterword by the author.",339,Mass Market Paperback,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Mystery Thriller', 'Coming Of Age']","January 1, 1980",3.96,19940.0,571.0,1048.0,12700.0,0.0,https://www.goodreads.com/book/show/24731.The_Tortilla_Curtain
45,,A Monstrous Regiment of Women ,Mary Russell and Sherlock Holmes,2,Laurie R. King,Minotaur Books,English,"Winner of the Nero Wolfe Award


It is 1921 and Mary Russell--Sherlock Holmes's brilliant apprentice, now an Oxford graduate with a degree in theology--is on the verge of acquiring a sizable inheritance. Independent at last, with a passion for divinity and detective work, her most baffling mystery may now involve Holmes and the burgeoning of a deeper affection between herself and the retired detective. 
Russell's attentions turn to the New Temple of God and its leader, Margery Childe, a charismatic suffragette and a mystic, whose draw on the young theology scholar is irresistible. But when four bluestockings from the Temple turn up dead shortly after changing their wills, could sins of a capital nature be afoot? Holmes and Russell investigate, as their partnership takes a surprising turn in 
 by Laurie R. King.",303,Kindle Edition,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Historical Mystery', 'Crime', 'Mystery Thriller']","July 15, 1995",4.04,25739.0,2041.0,669.0,6653.0,12.99,https://www.goodreads.com/book/show/8330281-a-monstrous-regiment-of-women
46,9780449225158,A Place Called Freedom,,,Ken Follett,Ballantine Books,English,"Scotland, 1766. Sentenced to a life of misery in the brutal coal mines, twenty-one-year-old Mack McAsh hungers for escape. His only ally: the beautiful, highborn Lizzie Hallim, who is trapped in her own kind of hell. Though separated by politics and position, these two restless young people are bound by their passionate search for a place called freedom. 
  
 From the teeming streets of London to the infernal hold of a slave ship to a sprawling Virginia plantation, Ken Follett’s turbulent, unforgettable novel of liberty and revolution brings together a vivid cast of heroes and villains, lovers and rebels, hypocrites and hell-raisers—all propelled by destiny toward an epic struggle that will change their lives forever.",437,Mass Market Paperback,"['Historical Fiction', 'Fiction', 'Historical', 'Thriller', 'Audiobook', 'Romance', 'Scotland']","August 28, 1995",4.04,37599.0,1824.0,4886.0,11300.0,8.99,https://www.goodreads.com/book/show/825509.A_Place_Called_Freedom
47,9780425201374,The Lunatic Cafe ,"Anita Blake, Vampire Hunter",4,Laurell K. Hamilton,Berkley,English,"Anita has fallen for the leader of a local pack of werewolves. She's survived a lot, but this love thing may kill her yet.",352,Hardcover,"['Urban Fantasy', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Horror', 'Paranormal Romance']","January 1, 1996",4.13,78631.0,1559.0,792.0,10800.0,8.99,https://www.goodreads.com/book/show/30273.The_Lunatic_Cafe
